url,codigo,nome,nome_ingles,nome_cientifico,grupo,marca,Energia (kJ),Energia (kcal),Umidade (g),Carboidrato total (g),Carboidrato disponível (g),Proteína (g),Lipídios (g),Fibra alimentar (g),Álcool (g),Cinzas (g),Colesterol (mg),Ácidos graxos saturados (g),Ácidos graxos monoinsaturados (g),Ácidos graxos poliinsaturados (g),Ácidos graxos trans (g),Cálcio (mg),Ferro (mg),Sódio (mg),Magnésio (mg),Fósforo (mg),Potássio (mg),Zinco (mg),Cobre (mg),Selênio (mcg),Vitamina A (RE) (mcg),Vitamina A (RAE) (mcg),Vitamina D (mcg),Alfa-tocoferol (Vitamina E) (mg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Vitamina B6 (mg),Vitamina B12 (mcg),Vitamina C (mg),Equivalente de folato (mcg),Sal de adição (g),Açúcar de adição (g),Colesterol (g),Gordura de adição (g),Proteína animal (g),Proteína vegetal (g)
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1044B,C1044B,"Farofa molhada, s/ sal","Brazilian recipe, with cassava flour, unsalted", ,Vegetais e derivados,,826,197,"60,0","26,2","23,5","3,80","9,12","2,64","0,00","0,93","75,2","1,70","5,71","1,05","0,00","31,6","1,91",143,"16,8","61,4",169,"0,46","0,09","3,96",109,"66,4","0,37","1,69","0,08","0,06","0,01","0,17","0,19","17,3","60,4","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0790B,C0790B,"Farofa,  c/ ovos, c/ toucinho defumado (bacon), c/ sal","Brazilian recipe, with  egg, with bacon, with salt", ,Vegetais e derivados,,1519,362,"26,7","50,3","46,3","6,03","16,1","3,93","0,00","1,00","85,6","3,90","5,46","5,76","0,09","56,2","1,40",115,"26,4","68,9",253,"0,61","0,06","4,09","41,4","38,5","0,40","0,84","0,02","0,12","0,66","0,46","0,35","0,79","32,5","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0805B,C0805B,"Farofa,  c/ toucinho defumado (bacon), c/ frutas secas e nozes, c/ sal","Brazilian recipe,  with cassava flour, with bacon, with dried fruits and nuts, with salt", ,Vegetais e derivados,,1568,372,"13,9","71,0","64,9","4,21","9,32","6,12","0,00","1,59","6,56","1,94","2,63","4,31","0,04","67,4","1,38",206,"43,4","70,0",397,"0,53","0,11","1,75","0,19","0,97","0,00","0,48","0,03","0,01","0,74","0,53","0,13","0,44","30,8","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0803B,C0803B,"Farofa, banana, da terra, c/ sal",Brazilian recipe, ,Vegetais e derivados,,1266,300,"29,5","62,0","57,8","1,49","6,06","4,25","0,00","0,91","0,00","0,97","1,40","3,48","0,03","41,1","0,77","5,27","35,6","35,9",325,"0,28","0,05","0,82","85,5","35,9","0,00","0,49","0,02","0,01","0,00","0,48","0,00","5,70","30,1","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0804B,C0804B,"Farofa, banana, da terra, s/ sal","Brazilian recipe, with cassava flour, with banana, unsalted", ,Vegetais e derivados,,1285,304,"27,8","64,2","59,7","1,47","5,64","4,44","0,00","0,91","0,00","0,91","1,31","3,22","0,03","44,0","0,80","5,69","35,9","36,2",325,"0,28","0,04","0,89","77,8","32,7","0,00","0,47","0,01","0,01","0,00","0,51","0,00","5,20","31,2","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0806B,C0806B,"Farofa, c/ frutas secas e nozes, c/ sal","Brazilian recipe,  with cassava flour, with dried fruits and nuts, with salt", ,Vegetais e derivados,,1462,346,"16,0","73,8","67,1","2,65","6,01","6,65","0,00","1,55","0,00","0,61","0,91","4,28","0,00","71,2","1,48",137,"47,4","74,7",439,"0,54","0,14","1,95","0,18","1,29","0,00","0,55","0,04","0,02","0,50","0,51","0,00","0,60","30,5","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0780B,C0780B,"Farofa, carne bovina, c/ sal","Brazilian recipe, with cassava flour, with meat beef, with salt", ,Vegetais e derivados,,1186,282,"37,9","41,6","38,2","10,1","9,08","3,35","0,00","1,29","16,8","2,02","2,74","3,85","0,09","41,8","1,58",233,"24,2","77,8",271,"2,15","0,07","0,75","6,29","5,83","0,09","0,82","0,01",tr,"0,65","0,39","0,41","3,07","22,5","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0781B,C0781B,"Farofa, carne bovina, s/ sal","Brazilian recipe, with cassava flour, with meat beef,  unsalted", ,Vegetais e derivados,,1189,283,"38,2","41,6","38,2","10,1","9,15","3,36","0,00","0,99","16,8","2,03","2,78","3,86","0,09","41,9","1,59",110,"24,2","77,8",271,"2,15","0,07","0,75","6,29","5,83","0,09","0,83","0,01",tr,"0,65","0,39","0,41","3,07","22,5","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0786B,C0786B,"Farofa, cenoura com ovos, c/ sal","Brazilian recipe, with cassava flour, with carrot ang egg, with salt", ,Vegetais e derivados,,1168,278,"39,0","47,7","43,3","2,95","9,31","4,37","0,00","1,09","57,5","1,76","2,67","4,35","0,03","54,8","1,28","96,5","25,8","56,6",285,"0,52","0,06","3,37",199,113,"0,30","0,88","0,02","0,09","0,12","0,43","0,13","1,97","31,3","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0787B,C0787B,"Farofa, cenoura com ovos, s/ sal","Brazilian recipe, with cassava flour, with carrot ang egg, unsalted", ,Vegetais e derivados,,1173,279,"38,6","48,0","43,6","2,95","9,31","4,39","0,00","1,09","57,5","1,76","2,67","4,35","0,03","55,0","1,28","96,5","26,0","56,8",286,"0,52","0,06","3,37",199,113,"0,30","0,88","0,02","0,09","0,12","0,43","0,13","1,97","31,4","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0794B,C0794B,"Farofa, couve com toucinho defumado (bacon), c/ sal","Brazilian recipe, with cassava flour, kale and bacon, with salt", ,Vegetais e derivados,,1366,326,"31,5","49,8","45,4","4,24","13,2","4,40","0,00","1,24","8,95","3,09","4,18","5,34","0,09",101,"0,90",148,"33,8","44,8",357,"0,35","0,05","0,95",116,"58,4","0,00","0,69","0,03","0,05","0,85","0,46","0,17","9,50","27,3","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0795B,C0795B,"Farofa, couve com toucinho defumado (bacon), s/ sal","Brazilian recipe, with cassava flour, kale and bacon, unsalted", ,Vegetais e derivados,,1371,327,"31,6","50,1","45,7","4,24","13,2","4,42","0,00","0,92","8,95","3,09","4,18","5,34","0,09",101,"0,90","20,8","33,9","44,9",358,"0,35","0,05","0,95",116,"58,4","0,00","0,69","0,03","0,05","0,85","0,46","0,17","9,50","27,4","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0792B,C0792B,"Farofa, couve, c/ sal","Brazilian recipe, with cassava flour, with salt", ,Vegetais e derivados,,1092,259,"39,9","50,2","45,5","1,77","6,78","4,68","0,00","1,31","0,00","1,11","1,56","3,89","0,03",124,"0,87",137,"37,0","39,4",398,"0,29","0,04","0,97",163,"81,7","0,00","0,75","0,05","0,07","0,48","0,46","0,00","13,1","28,3","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0793B,C0793B,"Farofa, couve, s/ sal","Brazilian recipe, with cassava flour, unsalted", ,Vegetais e derivados,,1092,259,"39,9","50,2","45,5","1,77","6,78","4,68","0,00","1,31","0,00","1,11","1,56","3,89","0,03",124,"0,87",137,"37,0","39,4",398,"0,29","0,04","0,97",163,"81,7","0,00","0,75","0,05","0,07","0,48","0,46","0,00","13,1","28,3","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1071B,C1071B,"Farofa, farinha de milho e cenoura, c/ sal","Brazilian recipe, corn flour and carrot, with salt", ,Vegetais e derivados,,613,147,"73,1","15,4","13,5","1,56","9,08","1,93","0,00","0,90","0,00","1,48","2,13","5,34","0,04","9,56","0,73",256,"5,93","22,9","92,7","0,18","0,04","0,70",153,"76,7","0,00","0,43","0,02",tr,"0,39","0,07","0,00","1,03","39,1","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1072B,C1072B,"Farofa, farinha de milho e cenoura, s/ sal","Brazilian recipe, corn flour and carrot, unsalted", ,Vegetais e derivados,,615,148,"73,3","15,4","13,5","1,57","9,11","1,93","0,00","0,59","0,00","1,49","2,14","5,36","0,04","9,52","0,74",130,"5,95","23,0","92,9","0,18","0,04","0,70",153,"76,9","0,00","0,43","0,02",tr,"0,39","0,07","0,00","1,03","39,2","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0782B,C0782B,"Farofa, linguiça, c/ sal","Brazilian recipe, with cassava flour, with sausage, with salt", ,Vegetais e derivados,,1276,304,"36,5","41,6","38,2","6,69","13,1","3,35","0,00","2,18","22,6","2,88","4,21","4,87","0,04","43,6","1,19",627,"26,8","94,1",303,"1,28","0,07","0,75","5,71","5,26","0,31","0,70","0,09","0,02","1,79","0,39","0,25","3,07","22,8","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0783B,C0783B,"Farofa, linguiça, s/ sal","Brazilian recipe, with cassava flour, with sausage, unsalted", ,Vegetais e derivados,,1278,305,"36,7","41,6","38,2","6,70","13,1","3,36","0,00","1,88","22,6","2,89","4,25","4,88","0,04","43,7","1,20",504,"26,8","94,2",304,"1,28","0,07","0,75","5,71","5,26","0,31","0,71","0,09","0,02","1,79","0,39","0,25","3,07","22,8","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0791B,C0791B,"Farofa, ovos com toucinho defumado (bacon), s/ sal","Brazilian recipe, with  egg, with bacon, unsalted", ,Vegetais e derivados,,1523,364,"26,3","50,6","46,5","6,03","16,1","3,95","0,00","1,00","85,6","3,90","5,46","5,76","0,09","56,4","1,40",115,"26,5","69,0",254,"0,61","0,06","4,09","41,4","38,5","0,40","0,84","0,02","0,12","0,66","0,46","0,35","0,79","32,6","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0788B,C0788B,"Farofa, ovos, c sal","Brazilian recipe, with cassava flour, with egg, with salt", ,Vegetais e derivados,,1303,310,"33,0","50,5","46,5","4,49","10,9","3,93","0,00","1,04",115,"2,26","3,28","4,53","0,03","59,5","1,50",119,"26,6","76,1",251,"0,67","0,05","5,68","59,3","56,3","0,60","0,95","0,03","0,18","0,23","0,46","0,26","0,79","35,6","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0789B,C0789B,"Farofa, ovos, s/ sal","Brazilian recipe, with cassava flour, with egg, unsalted", ,Vegetais e derivados,,1308,311,"32,8","50,8","46,8","4,50","10,9","3,95","0,00","1,05",115,"2,26","3,28","4,53","0,03","59,8","1,51",119,"26,7","76,3",252,"0,67","0,05","5,68","59,3","56,3","0,60","0,95","0,03","0,18","0,23","0,46","0,26","0,79","35,7","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0784B,C0784B,"Farofa, toucinho defumado (bacon), c/ sal","Brazilian recipe, with cassava flour, with bacon, with salt", ,Vegetais e derivados,,1880,450,"15,0","51,1","46,4","8,06","24,6","4,11","0,00","1,31","23,3","6,48","9,03","7,83","0,18","51,2","1,28",260,"26,3","52,1",258,"0,48","0,07","0,93","5,75","2,87","0,00","0,70","0,01",tr,"1,32","0,47","0,45","0,88","26,7","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0785B,C0785B,"Farofa, toucinho defumado (bacon), s/ sal","Brazilian recipe, with cassava flour, with bacon, unsalted", ,Vegetais e derivados,,1898,454,"15,0","50,5","46,4","8,33","25,2","4,06","0,00","0,99","24,2","6,68","9,30","7,97","0,19","50,7","1,28",133,"26,1","52,8",257,"0,48","0,07","0,92","5,74","2,87","0,00","0,70","0,01",tr,"1,37","0,46","0,47","0,88","26,4","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1096B,C1096B,"Farofa, vegana, c/ farinha de mandioca (aipim, macaxeira), c/ sal","Brazilian recipe, vegan, with cassava flour, with salt", ,Vegetais e derivados,,747,178,"60,2","30,4","27,3","2,06","6,03","3,36","0,00","1,24",,"0,96","1,64","2,96","0,02","50,5","1,17",230,"24,8","46,1",260,"0,40","0,09","0,62",111,"62,2","0,00","0,74","0,02","0,01","0,30","0,28","0,00","13,4","21,4","0,00","0,32","0,00",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1097B,C1097B,"Farofa, vegana, c/ farinha de mandioca (aipim, macaxeira), s/ sal","Brazilian recipe, vegan, with cassava flour, without salt", ,Vegetais e derivados,,752,179,"60,3","30,6","27,4","2,10","6,07","3,47","0,00","0,95",,"0,97","1,65","2,99","0,02","51,1","1,24",102,"25,4","47,1",268,"0,41","0,09","0,64",111,"70,1","0,00","0,83","0,02","0,01","0,34","0,29","0,00","13,4","21,6","0,00","0,00","0,00",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1098B,C1098B,"Farofa, vegana, c/ farinha de milho, c/ sal","Brazilian recipe, vegan, with corn flour, with salt", ,Vegetais e derivados,,443,106,"79,1","11,1","9,51","2,34","6,15","2,02","0,00","1,18",,"0,99","1,67","3,05","0,02","28,3","1,17",301,"13,6","41,5",165,"0,35","0,09","0,49",114,"63,6","0,00","0,70","0,02","0,01","0,30","0,06","0,00","13,4","28,2","0,00",NA,"0,00",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1099B,C1099B,"Farofa, vegana, c/ farinha de milho, s/ sal","Brazilian recipe, vegan, with corn flour, without salt", ,Vegetais e derivados,,447,107,"79,1","11,3","9,57","2,38","6,19","2,13","0,00","0,89",,"1,00","1,68","3,08","0,02","29,0","1,24",173,"14,2","42,5",173,"0,36","0,09","0,51",114,"71,4","0,00","0,79","0,02","0,01","0,34","0,07","0,00","13,4","28,4","0,00",NA,"0,00",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0089T,C0089T,"Fava, grão, seco, cozida (grão e água), c/ óleo, cebola e alho, c/ sal","Broad beans, seeds, cooked (50% seeds 50% water), with oil, onion and garlic, with salt",Vicia faba L.,Leguminosas e derivados,,328,78,"79,4","13,0","8,56","5,39","1,49","4,42","0,00","0,72","0,00","0,22","0,34","0,84",NA,"20,9","1,10",180,"28,9","92,6",236,"0,75","0,18",NA,"0,98","0,49","0,00","0,17","0,09","0,05","0,37","0,06","0,00","0,62","29,5","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0087T,C0087T,"Fava, grão, seco, cozida (grão e água), s/ óleo, c/ sal","Broad beans, seeds, cooked (50% seeds 50% water), without oil, with salt",Vicia faba L.,Leguminosas e derivados,,272,65,"80,6","12,3","7,74","5,51","0,30","4,51","0,00","1,34","0,00","0,04","0,06","0,12",NA,"21,2","1,13",192,"29,5","93,6",233,"0,77","0,18",NA,"1,03","0,52","0,00","0,01","0,09","0,05","0,39","0,05","0,00","0,18","30,3","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0086T,C0086T,"Fava, grão, seco, cozida (grão e água), s/ óleo, s/ sal","Broad beans, seeds, cooked, 50% seeds 50% water, without oil, unsalted",Vicia faba L.,Leguminosas e derivados,,189,67,"80,6","12,9","8,37","5,51","0,30","4,51","0,00","0,71","0,00","0,04","0,06","0,12",NA,"21,0","1,13","4,90","29,5","93,6",233,"0,77","0,18",NA,"1,03","0,52","0,00","0,01","0,09","0,05","0,39","0,05","0,00","0,18","30,3","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0088T,C0088T,"Fava, grão, seco, cozida, drenada, c/ óleo, cebola e alho, c/ sal","Broad beans, seeds, cooked, drained, with oil, onion and garlic, with salt",Vicia faba L.,Leguminosas e derivados,,499,119,"67,6","20,8","13,6","8,75","1,67","7,18","0,00","1,15","0,00","0,25","0,38","0,90",NA,"28,5","1,54",184,"39,8",134,318,"1,10","0,21",NA,"1,62","0,81","0,00","0,17","0,13","0,06","0,00","0,09","0,00","0,73","43,4","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0085T,C0085T,"Fava, grão, seco, cozida, drenada, s/ óleo, c/ sal","Broad beans, seeds, cooked, drained, without oil, with salt",Vicia faba L.,Leguminosas e derivados,,453,108,"68,2","20,5","13,0","9,05","0,49","7,42","0,00","1,80","0,00","0,07","0,10","0,19",NA,"29,2","1,60",194,"41,0",138,319,"1,14","0,21",NA,"1,70","0,85","0,00","0,01","0,13","0,06","0,56","0,08","0,00","0,30","45,0","0,47","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0084T,C0084T,"Fava, grão, seco, cozida, drenada, s/ óleo, s/ sal","Broad beans, seeds, cooked, drained, without oil, unsalted",Vicia faba L.,Leguminosas e derivados,,464,110,"68,2","21,1","13,7","9,05","0,49","7,42","0,00","1,17","0,00","0,07","0,10","0,19",NA,"29,0","1,60","6,70","41,0",138,319,"1,14","0,21",NA,"1,70","0,85","0,00","0,01","0,13","0,06","0,56","0,08","0,00","0,30","45,0","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0083T,C0083T,"Fava, grão, seco, crua","Broad beans, seeds, raw",Vicia faba L.,Leguminosas e derivados,,1299,308,"10,9","59,2","38,3","25,3","1,36","20,8","0,00","3,29","0,00","0,21","0,28","0,53",NA,"95,6","5,19","25,0",135,431,1193,"3,55","0,82",NA,"4,75","2,38","0,00","0,04","0,56","0,23","2,41","0,31","0,00","1,40",254,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1040B,C1040B,"Fécula de batata, crua","Potato starch, raw", ,Vegetais e derivados,,1444,340,"6,42","83,2","77,3","6,90","0,34","5,90","0,00","3,14","0,00","0,09","0,01","0,15","0,00","65,0","1,38","55,0","65,0",168,1001,"0,54",197,"1,10","0,00","0,00","0,00","0,25","0,23","0,05","3,51","0,77","0,00","3,80","25,0","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0062T,C0062T,"Feijão carioca, restaurante","Bean, common, prepared in restaurant",Phaseolus vulgaris L.,Leguminosas e derivados,,386,92,"73,9","17,8","10,9","5,15","1,57","6,95","0,00","1,52",NA,"0,10","0,10","0,30",NA,"35,3","1,71","2,33","56,2",115,337,"0,93","0,25",NA,NA,"0,00","0,00",NA,"0,05",tr,tr,tr,"0,00",tr,"45,5",NA,"0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0224T,C0224T,"Feijão preto, c/ beterraba, c/ óleo, cebola e alho, c/ sal","Black turtle bean, with beetroot, with oil, onion and garlic, with salt", ,Leguminosas e derivados,,263,63,"81,7","12,1","5,54","3,58","1,50","6,51","0,00","1,17","0,00","0,24","0,33","0,88","0,01","24,5","1,10",186,"32,6","71,6",246,"1,39","0,41","1,97",NA,NA,"0,00","0,15","0,07",tr,"0,00","0,03","0,00","0,68","73,6","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0225T,C0225T,"Feijão preto, c/ beterraba, c/ óleo, cebola e alho, s/ sal","Black turtle bean, with beetroot, with oil, onion and garlic, unsalted", ,Leguminosas e derivados,,1288,306,"81,9","12,1","5,60","3,59","1,61","6,53","0,00","0,73","0,00","0,26","0,35","0,94","0,01","24,5","1,10","6,36","32,7","71,9",248,"1,39","0,41","1,97",NA,NA,"0,00","0,16","0,07",tr,"0,00","0,03","0,00","0,72","73,6","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0214T,C0214T,"Feijão preto, c/ linguiça calabresa, c/ óleo, cebola e alho, c/ sal","Black turtle bean, with calabrese sausage, with oil, onion and garlic, with salt", ,Leguminosas e derivados,,570,137,"72,1","11,3","5,14","6,91","7,76","6,17","0,00","1,94","17,3","1,74","2,25","2,16","0,02","23,1","1,18",541,"33,3",110,274,"1,72","0,42","7,68","0,00","0,00","0,00","0,23","0,19",tr,"0,59","0,03","0,15","0,73","62,7",NA,"0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0215T,C0215T,"Feijão preto, c/ linguiça calabresa, c/ óleo, cebola e alho, s/ sal","Black turtle bean, with calabrese sausage, with oil, onion and garlic, unsalted", ,Leguminosas e derivados,,576,139,"72,4","11,4","5,20","6,93","7,88","6,18","0,00","1,44","17,3","1,76","2,28","2,23","0,02","23,0","1,18",341,"33,3",110,276,"1,72","0,42","7,68","0,00","0,00","0,00","0,25","0,19",tr,"0,59","0,03","0,15","0,77","62,8",NA,"0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0222T,C0222T,"Feijão preto, c/ toucinho defumado (bacon), c/ óleo, cebola e alho, c/ sal","Black turtle bean, with bacon, with oil, onion and garlic, with salt", ,Leguminosas e derivados,,817,197,"64,3","11,3","4,85","8,95","14,4","6,42","0,00","1,15","17,9","4,24","5,57","3,80","0,12","24,5","1,29",206,"32,9","88,3",240,"1,57","0,45","2,06",NA,NA,"0,00","0,24","0,05",tr,"1,01","0,03","0,34","0,41","65,8","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0223T,C0223T,"Feijão preto, c/ toucinho defumado (bacon), c/ óleo, cebola e alho, s/ sal","Black turtle bean, with bacon, with oil, onion and garlic, unsalted", ,Leguminosas e derivados,,823,199,"64,5","11,3","4,90","8,97","14,5","6,44","0,00","0,71","17,9","4,26","5,60","3,87","0,12","24,5","1,29","26,5","33,0","88,7",241,"1,57","0,45","2,07",NA,NA,"0,00","0,25","0,05",tr,"1,01","0,03","0,34","0,45","65,8","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0199T,C0199T,"Feijão tropeiro mineiro, c/ sal","Brazilian recipe, with kidney bean and cassava flour, with salt", ,Leguminosas e derivados,,722,172,"61,4","19,5","15,9","10,1","6,76","3,56","0,00","2,23","67,6","2,15","2,85","1,52",NA,"41,1","2,15",543,"35,9",198,347,"1,44","0,22",NA,NA,NA,NA,NA,tr,tr,"1,43",tr,NA,tr,NA,"0,45",NA,,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0063T,C0063T,"Feijão tropeiro mineiro, s/ sal","Brazilian recipe, wtith kidney bean and cassava flour, unsalted", ,Leguminosas e derivados,,725,173,"61,7","19,6","16,0","10,2","6,79","3,57","0,00","1,79","67,9","2,16","2,87","1,53",NA,"41,2","2,16",365,"36,1",199,348,"1,45","0,22",NA,NA,NA,NA,NA,tr,tr,"1,44",tr,NA,tr,NA,NA,"0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0208T,C0208T,"Feijão, branco, cozido, c/ azeite de oliva, c/ sal","Bean, white, cooked, with olive oil, with salt",Phaseolus vulgaris L.,Leguminosas e derivados,,641,153,"60,9","24,3","18,2","9,39","3,34","6,08","0,00","2,09","0,00","0,53","2,29","0,43","0,00","87,0","3,59",185,"60,8",109,541,"2,57","0,77","0,00","0,00","0,00","0,00","1,46","0,11","0,04","0,14","0,09","0,00","0,00","78,2","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0209T,C0209T,"Feijão, branco, cozido, c/ azeite de oliva, s/ sal","Bean, white, cooked, with olive oil, unsalted",Phaseolus vulgaris L.,Leguminosas e derivados,,644,153,"61,2","24,4","18,3","9,44","3,34","6,11","0,00","1,65","0,00","0,54","2,30","0,43","0,00","87,3","3,61","5,88","61,1",109,544,"2,58","0,77","0,00","0,00","0,00","0,00","1,46","0,11","0,04","0,14","0,09","0,00","0,00","78,6","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0220T,C0220T,"Feijão, branco, cozido, s/ óleo, c/ sal","Bean, white, cooked, without oil, with salt",Phaseolus vulgaris L.,Leguminosas e derivados,,547,129,"62,8","25,0","18,8","9,69","0,35","6,27","0,00","2,14","0,00","0,09","0,03","0,15","0,00","89,7","3,68",185,"62,7",112,558,"2,65","0,79","0,00","0,00","0,00","0,00","0,94","0,12","0,05","0,14","0,09","0,00","0,00","80,6","0,45","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0028T,C0028T,"Feijão, branco, cozido, s/ óleo, s/ sal","Bean, white, cooked, whitout oil and unsalted",Phaseolus vulgaris L.,Leguminosas e derivados,,548,130,"63,1","25,1","18,8","9,73","0,35","6,30",NA,"1,70",NA,"0,09","0,03","0,15","0,00","90,0","3,70","6,00","63,0",113,561,"2,66","0,80",NA,"0,00","0,00","0,00","0,94","0,12","0,05","0,14","0,09","0,00","0,00","81,0","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0027T,C0027T,"Feijão, branco, cru","Bean, white, raw",Phaseolus vulgaris L.,Leguminosas e derivados,,1316,312,"11,3","60,3","45,1","23,4","0,85","15,2",NA,"4,20","0,00","0,22","0,07","0,36","0,00",139,"9,90","16,0",160,301,1795,"3,30","0,85","2,60","0,00","0,00","0,00","0,21","0,44","0,15","0,48","0,32","0,00","0,00",388,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0276B,C0276B,"Feijão, broto, cozido, drenado, s/ óleo, c/ sal","Mung beans, mature seeds, sprouted, cooked, drained, without oil, with salt",Vigna radiata (L.) R. Wilczek,Vegetais e derivados,,188,45,"87,2","7,73","5,77","4,15","0,10","1,96","0,00","0,81","0,00","0,03","0,01","0,03","0,00","13,8","0,61",129,"15,0","67,1","94,3","0,43","0,16","0,70","1,02","0,51","0,00","0,06",tr,"0,02",tr,"0,10","0,00","7,78","39,6","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0275B,C0275B,"Feijão, broto, cozido, drenado, s/ óleo, s/ sal","Mung beans, mature seeds, sprouted, cooked, drained, without oil, unsalted",Vigna radiata (L.) R. Wilczek,Vegetais e derivados,,189,45,"87,5","7,76","5,79","4,17","0,10","1,97","0,00","0,49","0,00","0,03","0,01","0,03","0,00","13,8","0,62","1,34","15,1","67,3","94,6","0,43","0,16","0,70","1,03","0,51","0,00","0,06",tr,"0,02",tr,"0,10","0,00","7,80","39,8","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0074B,C0074B,"Feijão, broto, cru","Mung beans, mature seeds, sprouted, raw",Vigna radiata (L.) R. Wilczek,Vegetais e derivados,,189,45,"87,5","7,76","5,79","4,17","0,10","1,97","0,00","0,49","0,00","0,03","0,01","0,03","0,00","14,5","0,82","1,79","25,1","74,8",189,"0,57","0,17","0,78","1,14","0,57","0,00","0,06",tr,"0,04",tr,"0,15","0,00","12,0","79,5","0,00","0,00",,,,
